title;budget;genres;original_language;release_date;revenue;runtime;vote_average;vote_count
The Lego Batman Movie;80000000;Action | Animation | Comedy | Family | Fantasy;en;2017-02-08;311950384;104;7.2;1473
John Wick - Chapter 2;40000000;Thriller | Action | Crime;en;2017-02-08;171539887;122;6.7;2924
Fifty Shades Darker;55000000;Drama | Romance;en;2017-02-08;378827494;118;6.0;2341
The Covenant;0;Horror;en;2017-02-07;0;90;5.0;6
Moontrap - Target Earth;0;Action | Science Fiction | Adventure;en;2017-02-07;0;81;4.0;8
Midday Event;0;Action | Crime | History;fa;2017-02-07;0;90;0.0;0
I Am Not Your Negro;0;Documentary;en;2017-02-03;0;95;8.0;87
The Other Side of Hope;0;Comedy | Drama;fi;2017-02-03;0;98;7.3;35
Youth in Oregon;0;Comedy | Drama;en;2017-02-03;0;105;6.9;11
Eloise;0;Horror | Mystery | Thriller;en;2017-02-03;0;89;5.1;52
Growing Up Smith;0;Comedy | Family | Drama;en;2017-02-03;0;102;7.4;7
American Violence;0;Crime | Drama | Thriller;en;2017-02-03;0;107;4.8;12
Pork Pie;0;Action | Comedy | Crime;en;2017-02-02;0;105;6.0;9
Smetto quando voglio - Masterclass;0;Action | Comedy | Crime;it;2017-02-02;0;118;7.4;158
Rings;25000000;Horror;en;2017-02-01;83080890;102;4.8;1075
R.A.I.D. Special Unit;0;Action | Comedy;fr;2017-02-01;0;105;5.8;207
Fittest On Earth - A Decade Of Fitness;0;Documentary;en;2017-02-01;0;116;6.0;2
Sahara;0;Adventure | Animation | Comedy | Family;fr;2017-02-01;7800000;86;5.4;43
Bill Burr - Walk Your Way Out;0;Comedy;en;2017-01-31;0;77;6.8;21
Becoming Warren Buffett;0;Documentary;en;2017-01-30;0;90;7.4;7
Self-criticism of a Bourgeois Dog;0;Comedy;en;2017-01-29;0;99;0.0;0
Duckweed;0;Comedy | Drama;zh;2017-01-28;0;102;5.3;3
Las Plantas;0;Drama;es;2017-01-27;0;93;0.0;1
The White King;2494400;Drama | Science Fiction;en;2017-01-27;0;89;6.3;10
Kung Fu Yoga;65000000;Mystery | Action | Adventure | Comedy;zh;2017-01-27;254212245;130;5.9;50
T2 Trainspotting;18000000;Crime | Drama;en;2017-01-27;41412709;117;7.1;795
iBoy;1500000;Action | Crime | Science Fiction | Thriller;en;2017-01-27;0;90;6.0;315
Trumped - Inside the Greatest Political Upset of All Time;0;Documentary;en;2017-01-27;0;105;7.8;5
Lost in Florence;0;Adventure | Drama | Romance;en;2017-01-27;0;97;4.6;10
Tom of Finland;4200000;Drama;en;2017-01-27;0;115;7.5;8
Saving Banksy;0;Documentary;en;2017-01-27;0;80;6.1;7
Zero 3;0;Thriller;en;2017-01-27;0;90;8.7;3
The Art of Loving. Story of Michalina Wislocka;0;Drama;pl;2017-01-27;0;121;6.7;9
The Incredible Jessica James;0;Romance | Comedy;en;2017-01-27;0;83;6.2;37
The Space Between Us;30000000;Romance | Adventure | Science Fiction | Drama;en;2017-01-26;14793385;121;7.2;564
Attraction;6277106;Drama | Romance | Science Fiction;ru;2017-01-26;0;130;6.1;51
My Blind Date with Life;0;Comedy;de;2017-01-26;0;111;7.4;33
Kaabil;5200000;Action | Crime | Romance;hi;2017-01-26;0;139;8.1;23
Justice League Dark;0;Action | Animation | Fantasy | Science Fiction | Thriller;en;2017-01-24;0;75;7.0;171
Burning Sands;0;Drama;en;2017-01-24;0;105;6.3;30
Nobody Speak - Trials of the Free Press;0;Documentary;en;2017-01-24;0;105;5.5;11
This Is Everything - Gigi Gorgeous;0;Documentary;en;2017-01-24;0;91;5.3;3
Boiling Point;0;Documentary;fi;2017-01-23;0;90;8.0;1
Long Strange Trip;0;Music | Documentary;en;2017-01-23;0;235;10.0;1
Strong Island;0;Documentary;en;2017-01-23;0;107;4.3;4
To the Bone;0;Drama;en;2017-01-22;0;107;7.3;714
Oklahoma City;0;Documentary;en;2017-01-21;0;101;6.4;11
Legion of Brothers;0;Documentary;en;2017-01-21;0;79;5.5;2
Trespass Against Us;0;Action | Drama | Crime | Thriller;en;2017-01-20;0;99;6.0;59
Take the 10;0;Comedy;en;2017-01-20;0;80;5.0;30
Detour;0;Thriller;en;2017-01-20;0;97;5.9;38
Lady Macbeth;0;Drama;en;2017-01-20;923;89;6.7;89
Sami Blood;0;Drama;sv;2017-01-20;0;110;8.0;8
Table 19;5000000;Comedy | Drama;en;2017-01-20;3305592;87;6.2;192
The Axe Murders of Villisca;0;Horror;en;2017-01-20;0;78;4.9;16
The Mars Generation;0;Documentary;en;2017-01-20;0;97;7.5;10
Joshua - Teenager vs. Superpower;0;Documentary;en;2017-01-20;0;78;6.9;7
Black Snow;4000000;Mystery | Drama | Crime | Thriller;es;2017-01-19;1440000;90;6.0;39
A Good Wife;0;Drama;sr;2017-01-19;0;90;7.0;6
The Bride;1500000;Mystery | Horror | Thriller;ru;2017-01-19;0;90;5.1;23
Cold Hell;0;Thriller;de;2017-01-19;0;92;6.0;4
The King;0;Drama | Crime;ko;2017-01-18;0;134;7.0;6
He Even Has Your Eyes;0;Comedy;fr;2017-01-18;0;95;6.3;131
Confidential Assignment;8520000;Action | Drama | Comedy;ko;2017-01-18;56100000;125;6.2;5
A Bag of Marbles;0;Drama;fr;2017-01-18;0;110;7.8;100
Death Race 2050;0;Action | Comedy | Science Fiction;en;2017-01-17;0;93;3.7;43
Neal Brennan - 3 Mics;0;Comedy;en;2017-01-17;0;65;7.1;9
Rufus 2;0;Family | Fantasy | Comedy;en;2017-01-16;0;46;0.0;0
xXx - Return of Xander Cage;85000000;Action | Adventure | Crime;en;2017-01-13;346147658;107;5.5;1497
Claire in Motion;0;Drama;en;2017-01-13;0;83;4.9;9
Clinical;0;Thriller;en;2017-01-13;0;104;5.4;73
The Crash;0;Crime | Thriller;en;2017-01-13;0;80;5.2;14
The Book of Love;0;Drama;en;2017-01-13;0;107;6.6;32
Bad Kids of Crestview Academy;5000000;Mystery | Comedy | Thriller | Science Fiction | Fantasy;en;2017-01-13;0;100;4.8;13
Brimstone;0;Mystery | Thriller | Western;en;2017-01-12;0;148;7.0;176
Sleepless;30000000;Action | Crime | Thriller;en;2017-01-12;32540674;95;5.8;345
The Bye Bye Man;7400000;Horror | Thriller;en;2017-01-12;26667197;96;5.1;262
Small Town Killers;0;Comedy | Crime | Drama;da;2017-01-12;0;90;6.1;9
Bairavaa;0;Action;ta;2017-01-12;17000000;168;6.5;12
Shangri-La Suite;0;Romance | Drama | Crime;en;2017-01-11;0;90;6.1;15
Scribe;0;Thriller;fr;2017-01-11;0;88;5.8;26
Jim Gaffigan - Cinco;0;Comedy;en;2017-01-10;0;73;7.6;17
Hickey;0;Comedy;en;2017-01-10;0;85;4.3;6
The Summoning;0;Thriller | Drama | Mystery;en;2017-01-10;0;87;3.2;6
The Dragon Spell;0;Family | Comedy | Animation | Fantasy | Adventure;uk;2017-01-09;0;85;4.0;1
David Bowie - The Last Five Years;0;Music | Documentary;en;2017-01-07;0;90;7.8;11
Coin Heist;0;Family | Crime;en;2017-01-06;0;97;5.1;61
Kizumonogatari Part 3 - Reiketsu;0;Animation | Fantasy | Mystery;ja;2017-01-06;0;82;9.4;5
Arsenal;10000000;Action | Crime | Thriller;en;2017-01-06;0;92;5.0;24
Breakdown Lane;0;Drama | Horror | Thriller;en;2017-01-05;0;76;4.0;8
Family Heist;0;Comedy;fr;2017-01-04;0;91;6.0;30
Ok Jaanu;0;Drama | Romance;hi;2017-01-03;345872;135;6.0;20
Extortion;0;Action | Adventure | Crime | Drama | Thriller;en;2017-01-02;0;108;6.6;44
The Master;0;;en;2017-01-01;0;109;0.0;0
The Avenue;42000;Crime | Drama;en;2017-01-01;0;81;2.5;2
Three heroes and the King of the Sea;0;;ru;2017-01-01;0;75;5.5;2
Banking on Bitcoin;100000;Documentary | History;en;2016-12-30;0;90;7.0;17
Viking;13000000;History | Action | Drama;ru;2016-12-29;0;133;5.1;29
The Snow Queen 3 - Fire and Ice;0;Family | Animation | Fantasy;ru;2016-12-29;0;80;8.5;2
To Walk Invisible;0;Drama;en;2016-12-29;0;120;7.8;11
Ian Harvie - May the Best Cock Win;0;Comedy;en;2016-12-29;0;58;0.0;0
Heartstone;0;Romance | Drama;is;2016-12-28;0;129;7.7;14
Red Dog - True Blue;0;Comedy | Drama | Family;en;2016-12-26;0;88;5.9;9
Onus;0;Thriller | Drama | Mystery;en;2016-12-26;0;98;6.0;1
Live by Night;108000000;Crime | Drama;en;2016-12-25;22678555;129;6.2;416
20th Century Women;7000000;Drama;en;2016-12-25;5816211;119;7.3;213
The Woman in the Septic Tank 2 - Forever Is Not Enough;0;Comedy;tl;2016-12-25;0;90;0.0;0
Seclusion;0;Horror;tl;2016-12-25;0;90;7.5;3
The Last Dragonslayer;0;Comedy | Adventure | Fantasy;en;2016-12-25;0;135;5.9;9
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared;0;Adventure | Comedy;sv;2016-12-25;0;108;6.5;31
Santa Claus. Battle of Mages;0;Action | Adventure | Fantasy;ru;2016-12-24;0;117;3.8;4
Railroad Tigers;50000000;Action | Comedy | War;zh;2016-12-23;102205175;124;6.2;22
Dangal;10400000;Drama;hi;2016-12-23;310000000;161;8.0;140
Resident Evil - The Final Chapter;40000000;Action | Horror | Science Fiction;en;2016-12-23;312242626;107;5.9;1139
Silence;46000000;Drama | History;en;2016-12-22;23737523;161;7.0;754
Why Him?;38000000;Comedy;en;2016-12-22;118034273;111;6.3;1203
Gold;20000000;Thriller | Adventure | Drama;en;2016-12-22;7227038;120;6.6;403
My Mom Is a Character 2;0;Comedy;pt;2016-12-22;0;96;7.8;100
Dreamfish;0;Comedy | Romance;ru;2016-12-22;0;80;0.0;0
Nick Thune - Good Guy;0;Comedy;en;2016-12-22;0;60;0.0;0
Six Degrees of Celebration 5;0;Comedy;ru;2016-12-22;0;88;3.8;6
The Autopsy of Jane Doe;0;Horror | Mystery;en;2016-12-21;5972942;86;6.3;799
Passengers;110000000;Adventure | Drama | Romance | Science Fiction;en;2016-12-21;303144152;116;6.7;4134
Monster Trucks;125000000;Action | Comedy | Science Fiction;en;2016-12-21;64493915;105;6.0;209
Master;0;Crime | Action;ko;2016-12-21;0;143;7.0;12
Cam-Girl;0;Thriller | Mystery;en;2016-12-20;0;90;1.0;1
Becoming Cary Grant;0;Documentary;en;2016-12-20;0;85;8.0;1
Sleigh Bells Ring;0;TV Movie | Romance;en;2016-12-18;0;82;5.7;3
Mythica - The Godslayer;0;Adventure | Fantasy | Action;en;2016-12-17;0;118;5.3;14
A Kind of Murder;0;Drama | Thriller;en;2016-12-16;0;95;5.5;74
Fences;24000000;Drama;en;2016-12-16;64414761;139;6.7;750
The Great Wall;150000000;Action | Adventure | Fantasy;en;2016-12-16;331957105;103;5.8;1465
The Hollow Point;0;Action | Drama | Thriller;en;2016-12-16;0;97;6.5;53
The Lighthouse of the Orcas;6000000;Romance | Drama;es;2016-12-16;0;110;6.9;30
The Invisible Guest;4000000;Mystery | Crime | Thriller;es;2016-12-15;0;106;8.1;395
The Girl Without Hands;0;Animation;fr;2016-12-14;0;76;8.3;5
Rogue One - A Star Wars Story;200000000;Action | Adventure | Science Fiction;en;2016-12-14;1056057273;133;7.4;5111
One Week and a Day;0;Comedy | Drama;he;2016-12-14;0;98;6.9;7
Ballerina;30000000;Animation | Family | Adventure | Comedy;en;2016-12-14;2351359;89;7.1;415
The Fabulous Patars;0;Comedy;fr;2016-12-14;0;98;6.8;28
Life Risking Romance;0;Romance | Thriller | Comedy;ko;2016-12-14;0;103;7.7;3
Lone Wolves;0;Action | Science Fiction;en;2016-12-13;0;87;3.0;5
Realive;7000000;Science Fiction;es;2016-12-13;0;112;5.8;37
The Dust Storm;0;Romance | Drama | Music;en;2016-12-13;0;96;6.0;3
Patriots Day;45000000;Crime | Drama | Thriller;en;2016-12-12;50548152;133;6.8;631
Hidden Figures;25000000;Drama;en;2016-12-10;230698791;127;7.8;2178
A Nutcracker Christmas;0;Drama | Family | TV Movie | Romance;en;2016-12-10;0;86;6.2;5
Spectral;0;Thriller | Action | Science Fiction;en;2016-12-09;0;108;6.3;453
Sugar Mountain;0;Drama | Thriller;en;2016-12-09;0;106;5.9;16
All We Had;0;Drama;en;2016-12-09;0;105;5.8;18
Kill Ratio;0;Action;en;2016-12-09;0;86;3.9;13
Tom Papa - Human Mule;0;Comedy;en;2016-12-09;0;60;8.0;2
The Comedian;15000000;Comedy;en;2016-12-09;0;120;5.6;36
Abattoir;0;Horror | Thriller;en;2016-12-08;0;98;4.6;63
Tamo Junto;0;Comedy;pt;2016-12-08;0;100;3.5;2
As You Are;0;Mystery | Drama;en;2016-12-08;0;110;7.3;10
Joey Coco Diaz - Sociably UnAcceptable;0;Comedy;en;2016-12-08;0;58;0.0;0
Hairspray Live!;0;Comedy | Music;en;2016-12-07;0;120;7.0;32
Two Is a Family;0;Drama | Comedy;fr;2016-12-07;1447740;118;7.6;765
Pandora;0;Thriller | Drama | Action;ko;2016-12-07;0;136;7.0;51
Collateral Beauty;36000000;Drama | Romance;en;2016-12-06;87416021;97;6.9;1553
Reggie Watts - Spatial;0;Comedy;en;2016-12-06;0;61;7.0;4
Nerdland;0;Animation;en;2016-12-06;0;83;5.8;11
The Coming War on China;0;Documentary;en;2016-12-05;0;110;7.0;1
Man Down;0;Drama | Thriller;en;2016-12-02;454516;92;6.3;65
The Eyes of My Mother;0;Drama | Horror;en;2016-12-02;0;76;6.1;93
Siren;0;Horror;pt;2016-12-02;0;82;5.4;53
Jackie;9000000;Drama;en;2016-12-02;13960394;100;6.5;737
1898. Our Last Men in the Philippines;0;War | Drama | History;es;2016-12-02;0;105;6.5;39
Best and Most Beautiful Things;0;Documentary;en;2016-12-02;0;90;6.0;1
Sword Master;0;Action;zh;2016-12-02;0;108;6.8;12
Tony Roberts - Motorcity Motormouth;0;Comedy;en;2016-12-02;0;50;7.0;1
The Other Half;0;Drama | Romance;en;2016-12-02;0;103;6.9;7
Attack of the Lederhosen Zombies;0;Comedy | Horror;de;2016-12-01;0;77;4.7;24
Eliminators;0;Action;en;2016-12-01;0;95;6.0;36
Kahaani 2;0;Crime | Thriller;hi;2016-12-01;0;129;6.2;12
The Bachelor;480000;Comedy | Romance;el;2016-12-01;0;110;10.0;2
The Legend of Ben Hall;0;Action | Drama | History | Western;en;2016-12-01;0;139;6.6;9
Past Life;0;Drama;en;2016-12-01;0;110;8.0;3
Incarnate;5000000;Horror | Thriller;en;2016-12-01;6341855;91;5.1;142
The Earthquake;0;Drama;ru;2016-12-01;0;101;7.2;9
Marie Curie;0;Drama;fr;2016-12-01;0;95;5.8;5
Honey 3 - Dare to Dance;0;Drama | Family | Music | Romance;en;2016-11-30;0;97;5.1;63
Journey To Greenland;0;Drama | Comedy;fr;2016-11-30;0;98;5.9;10
Dalida;0;Drama | Romance;fr;2016-11-30;0;124;6.8;57
King of the Belgians;0;Comedy | Drama;en;2016-11-30;0;94;5.0;12
La La Land;30000000;Comedy | Drama | Music | Romance;en;2016-11-29;445435700;128;7.9;4745
Underworld - Blood Wars;35000000;Action | Fantasy | Horror;en;2016-11-28;81093313;91;5.2;1619
I Am Bolt;0;Documentary;en;2016-11-28;0;107;6.7;25
Journey Back to Christmas;0;TV Movie | Drama;en;2016-11-27;0;84;5.6;7
Legends of the Hidden Temple;0;Adventure | Family;en;2016-11-26;0;65;7.7;3
Always Shine;0;Thriller;en;2016-11-25;0;85;5.3;36
A United Kingdom;14000000;Drama | History;en;2016-11-25;13819139;111;6.5;84
Baden Baden;0;Drama;fr;2016-11-25;0;95;5.9;8
Office Christmas Party;45000000;Comedy;en;2016-11-25;114501299;105;5.4;541
Miss Sloane;13000000;Drama | Thriller;en;2016-11-25;3500605;132;7.2;317
Michael Che Matters;0;Comedy;en;2016-11-25;0;60;7.5;11
Christmas List;0;Comedy | Romance | TV Movie;en;2016-11-25;0;84;7.1;7
In Between;0;Drama;ar;2016-11-25;0;96;7.4;17
Mifune - The Last Samurai;0;Documentary;en;2016-11-25;0;80;7.6;5
Bling;15000000;Family | Animation;ko;2016-11-24;0;81;4.8;12
The Founder;25000000;Drama | History;en;2016-11-24;23964782;115;7.0;855
Dear Zindagi;4300000;Drama | Romance;hi;2016-11-24;3376375;149;6.9;46
Aries Spears - Comedy Blueprint;0;Comedy;en;2016-11-24;0;59;0.0;0
Zoology;0;Fantasy | Drama;ru;2016-11-24;0;87;7.0;7
My Annoying Brother;0;Drama | Comedy;ko;2016-11-24;0;110;8.4;20
Bad Santa 2;26000000;Comedy | Crime | Drama;en;2016-11-23;17782178;87;5.0;216
Moana;150000000;Adventure | Animation | Family;en;2016-11-23;643034466;107;7.3;3471
Sing;75000000;Animation | Comedy | Drama | Family | Music;en;2016-11-23;632443719;108;6.8;2363
Louise by the Shore;0;Animation;fr;2016-11-23;0;75;8.0;5
Ares;0;Drama | Thriller | Science Fiction;fr;2016-11-23;0;80;6.5;41
Dark Fortune;0;Drama;de;2016-11-22;0;113;0.0;0
Marathon - The Patriots Day Bombing;0;Documentary;en;2016-11-21;0;108;6.6;7
The 24 Hour War;0;Documentary;en;2016-11-20;0;99;7.8;4
A December Bride;0;Romance | TV Movie;en;2016-11-20;0;120;5.9;9
Slam;0;Comedy;it;2016-11-20;0;100;5.9;26
In View;0;;en;2016-11-20;0;93;0.0;0
The Edge of Seventeen;9000000;Comedy | Drama;en;2016-11-18;18803648;104;7.3;952
Manchester by the Sea;9000000;Drama;en;2016-11-18;75026965;135;7.5;1553
Officer Downe;0;Action | Comedy | Science Fiction;en;2016-11-18;0;88;4.6;20
Colin Quinn - The New York Story;0;Comedy;en;2016-11-18;0;62;6.3;3
Godspeed;0;Drama | Crime | Comedy | Thriller;zh;2016-11-18;0;111;6.3;4
150 Milligrams;0;Drama;fr;2016-11-18;0;128;7.4;20
Salt and Fire;0;Thriller;en;2016-11-17;0;98;5.8;15
Paterson;5000000;Comedy | Drama | Romance;en;2016-11-17;2152738;118;7.0;311
Allied;85000000;Action | Drama | War | Romance | Thriller;en;2016-11-17;119520023;124;6.6;1415
37;0;Drama;en;2016-11-17;0;85;4.6;8
Queen of Spades;0;Thriller;ru;2016-11-17;0;120;8.0;2
Fantastic Beasts and Where to Find Them;180000000;Adventure | Family | Fantasy;en;2016-11-16;809342332;133;7.2;5612
Planetarium;0;Drama | Fantasy | Mystery;fr;2016-11-16;0;106;4.7;42
In the Shadow of Iris;0;Thriller;fr;2016-11-16;0;99;6.0;49
Hunter Gatherer;0;Drama;en;2016-11-16;0;85;6.3;4
Split;9000000;Horror | Thriller;en;2016-11-15;276921998;117;7.0;4461
In This Corner of the World;0;Animation | Drama;ja;2016-11-12;19204593;128;8.7;19
The Love Witch;0;Comedy | Fantasy | Horror | Romance;en;2016-11-11;0;120;5.9;73
The Monster;2700000;Drama | Horror;en;2016-11-11;0;91;5.4;119
Come and Find Me;0;Drama | Thriller;en;2016-11-11;0;112;5.7;71
Almost Christmas;17000000;Comedy | Drama;en;2016-11-11;42487325;111;5.4;195
True Memoirs of an International Assassin;40000000;Comedy | Action;en;2016-11-11;0;98;5.8;230
Rock On 2;0;Music | Drama;hi;2016-11-11;0;143;3.5;4
Shut In;10000000;Drama | Thriller;en;2016-11-11;13082071;91;4.8;162
My Future Love;0;Comedy | Drama;sv;2016-11-11;0;99;10.0;1
Full Speed;0;Family | Comedy;fr;2016-11-11;0;91;5.8;105
100 Streets;0;Drama;en;2016-11-11;0;93;6.2;44
Lazy Eye;0;Romance | Comedy | Drama;en;2016-11-11;0;87;6.7;6
Lady Bloodfight;0;Action | Thriller;en;2016-11-11;0;97;5.1;18
Pitbull Tough Women;0;Action | Crime | Drama;pl;2016-11-11;0;135;6.3;16
Decanted;0;;en;2016-11-11;0;82;0.0;0
Worldly Girl;0;Romance | Drama;it;2016-11-10;0;104;6.6;11
Arrival;47000000;Thriller | Drama | Science Fiction | Mystery;en;2016-11-10;203388186;113;7.2;5729
Strangled;0;Thriller;hu;2016-11-10;0;118;6.6;4
The Good Boy;0;Comedy | Drama | Family;ru;2016-11-10;0;95;5.1;8
Kathleen Madigan - Bothering Jesus;0;Comedy;en;2016-11-10;0;71;6.0;2
Fallen;0;Drama | Fantasy | Romance;en;2016-11-10;0;91;5.9;397
Center of My World;0;Drama | Family;de;2016-11-10;0;115;7.7;35
Sweet Dreams;0;Drama;it;2016-11-10;0;131;6.8;37
Dark Heart AKA Wagstaffe;0;Drama | Crime;en;2016-11-09;0;120;6.0;4
The Frontier;0;Crime | Drama | Thriller;en;2016-11-08;0;88;6.2;7
My Way - The Rise and Fall of Silvio Berlusconi;0;Documentary;it;2016-11-08;0;98;7.3;3
The Void;0;Fantasy | Horror | Thriller | Science Fiction;en;2016-11-08;0;86;4.0;1
A Wish for Christmas;0;TV Movie | Drama | Romance;en;2016-11-05;0;84;6.1;18
Nocturnal Animals;22500000;Drama | Thriller;en;2016-11-04;29252978;116;7.2;1990
Loving;9000000;Drama | Romance;en;2016-11-04;8996802;123;6.5;275
All These Sleepless Nights;0;Documentary;pl;2016-11-04;0;100;7.0;5
Army of One;0;Comedy;en;2016-11-04;0;92;5.5;64
Dog Eat Dog;0;Drama | Crime | Thriller;en;2016-11-04;0;93;4.6;72
The Charnel House;0;Thriller | Horror;en;2016-11-04;0;90;4.6;9
Bleed for This;6000000;Drama;en;2016-11-04;6174491;116;6.7;192
A Street Cat Named Bob;8000000;Drama | Family | Comedy;en;2016-11-04;82703;103;7.5;195
Dana Carvey - Straight White Male, 60;0;Comedy;en;2016-11-04;0;64;6.6;7
Rupture;0;Thriller | Science Fiction;en;2016-11-04;0;102;5.5;53
The Mistletoe Promise;0;Comedy | Romance | TV Movie;en;2016-11-04;0;84;6.5;11
Peter and the Farm;0;Documentary;en;2016-11-04;0;92;7.8;4
All Governments Lie - Truth, Deception, and the Spirit of I.F. Stone;0;Documentary;en;2016-11-04;0;91;0.0;0
The Secret Scripture;0;Drama;en;2016-11-04;152761;108;7.6;25
Invisible;0;;en;2016-11-03;0;84;0.0;0
The Tip of the Iceberg;0;Mystery | Thriller;es;2016-11-03;0;91;5.8;11
Trash Fire;0;Comedy | Horror | Romance;en;2016-11-03;0;91;6.2;19
Mo Mandel - Negative Reinforcement;0;Comedy;en;2016-11-03;0;67;0.0;0
We are the tide;0;Mystery | Drama | Science Fiction;de;2016-11-03;0;85;5.0;1
Hammer;0;Action | Drama;ru;2016-11-03;0;111;6.0;2
The Eagle Huntress;0;Family | Documentary | Adventure;en;2016-11-02;3162153;87;7.3;28
Reunion 2 - Bachelor Party;0;Comedy;fi;2016-11-02;0;83;4.8;5
The Death of Louis XIV;0;Drama | History;fr;2016-11-02;17355;105;7.1;8
Amateurs in Space;0;Documentary;da;2016-11-02;0;90;0.0;0
The Chronicles of Melanie;0;Drama | History;lv;2016-11-01;0;120;0.0;0
Heal the Living;0;Drama;fr;2016-11-01;0;104;6.7;52
The Darkest Dawn;0;Science Fiction;en;2016-10-31;0;76;4.0;2
The Black Room;0;Horror;fr;2016-10-31;0;91;3.8;25
Pete Davidson - SMD;0;Comedy;en;2016-10-29;0;50;5.0;1
Her Love Boils Bathwater;0;Drama | Comedy;ja;2016-10-29;0;125;6.2;5
Burn Burn Burn;0;Drama | Comedy;en;2016-10-28;0;106;6.5;9
Gimme Danger;0;Documentary;en;2016-10-28;0;108;7.2;28
May God Forgive Us;4000000;Thriller;es;2016-10-28;0;127;6.9;77
7 Years;0;Drama;es;2016-10-28;0;76;6.1;40
At War with Love;0;War | Drama | Comedy;it;2016-10-27;0;99;7.8;116
Ae Dil Hai Mushkil;0;Drama | Romance;hi;2016-10-27;0;158;6.2;54
Die Beautiful;0;Comedy | Drama;tl;2016-10-27;0;120;7.5;2
Janeane Garofalo - If I May;0;Comedy;en;2016-10-27;0;66;8.0;1
Across the Waters;0;Drama | History | War;da;2016-10-27;0;94;6.8;4
De Premier;0;Thriller;nl;2016-10-26;0;115;5.2;14
Doctor Strange;165000000;Action | Adventure | Fantasy | Science Fiction;en;2016-10-25;677718395;115;7.1;5880
Wolves;0;Drama;en;2016-10-25;0;109;5.6;6
Barry Crimmins - Whatever Threatens You;0;Comedy;en;2016-10-23;0;58;0.0;0
Hailey Dean Mystery - Murder, With Love;0;TV Movie | Mystery;en;2016-10-23;0;90;6.0;1
Shadows of the Dead;0;Horror;en;2016-10-22;0;90;6.2;6
Afterimage;0;Drama;pl;2016-10-22;0;98;6.8;4
I, Daniel Blake;0;Drama;en;2016-10-21;260354;100;7.7;264
Moonlight;4000000;Drama;en;2016-10-21;65046687;111;7.3;1831
Jeremy;0;Comedy;en;2016-10-21;0;110;5.8;6
In a Valley of Violence;0;Crime | Thriller | Western | Action;en;2016-10-21;53647;104;5.7;115
Joe Rogan - Triggered;0;Comedy;en;2016-10-21;0;63;7.4;9
Before the Flood;0;Documentary | TV Movie;en;2016-10-21;0;93;7.9;200
Good Kids;0;Comedy;en;2016-10-21;0;86;6.4;69
Aanandam;450000;Adventure | Comedy | Romance;ml;2016-10-21;2300000;134;6.4;7
The Rolling Stones Olé Olé Olé!  - A Trip Across Latin America;0;Music | Documentary;en;2016-10-21;0;105;8.0;1
